"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","HUR","TOT","PC_LF","M","2011-12",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-01",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-02",11,
"EA19","HUR","TOT","PC_LF","M","2012-03",11.2,
"EA19","HUR","TOT","PC_LF","M","2012-04",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-05",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-06",11.4,
"EA19","HUR","TOT","PC_LF","M","2012-07",11.5,
"EA19","HUR","TOT","PC_LF","M","2012-08",11.5,
"EA19","HUR","TOT","PC_LF","M","2012-09",11.7,
"EA19","HUR","TOT","PC_LF","M","2012-10",11.8,
"EA19","HUR","TOT","PC_LF","M","2012-11",11.9,
"EA19","HUR","TOT","PC_LF","M","2012-12",12,
"EA19","HUR","TOT","PC_LF","M","2013-01",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-02",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-03",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-04",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-05",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-06",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-07",12,
"EA19","HUR","TOT","PC_LF","M","2013-08",12,
"EA19","HUR","TOT","PC_LF","M","2013-09",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-10",12,
"EA19","HUR","TOT","PC_LF","M","2013-11",12,
"EA19","HUR","TOT","PC_LF","M","2013-12",11.9,
"EA19","HUR","TOT","PC_LF","M","2014-01",12,
"EA19","HUR","TOT","PC_LF","M","2014-02",12,
"EA19","HUR","TOT","PC_LF","M","2014-03",11.9,
"EA19","HUR","TOT","PC_LF","M","2014-04",11.8,
"EA19","HUR","TOT","PC_LF","M","2014-05",11.7,
"EA19","HUR","TOT","PC_LF","M","2014-06",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-07",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-08",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-09",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-10",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-11",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-12",11.4,
"EA19","HUR","TOT","PC_LF","M","2015-01",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-02",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-03",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-04",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-05",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-06",11,
"EA19","HUR","TOT","PC_LF","M","2015-07",10.8,
"EA19","HUR","TOT","PC_LF","M","2015-08",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-09",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-10",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-11",10.6,
"EA19","HUR","TOT","PC_LF","M","2015-12",10.5,
"EA19","HUR","TOT","PC_LF","M","2016-01",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-02",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-03",10.3,
"EA19","HUR","TOT","PC_LF","M","2016-04",10.3,
"EA19","HUR","TOT","PC_LF","M","2016-05",10.2,
"EA19","HUR","TOT","PC_LF","M","2016-06",10.1,
"EA19","HUR","TOT","PC_LF","M","2016-07",10,
"EA19","HUR","TOT","PC_LF","M","2016-08",9.9,
"EA19","HUR","TOT","PC_LF","M","2016-09",9.9,
"EA19","HUR","TOT","PC_LF","M","2016-10",9.8,
"EA19","HUR","TOT","PC_LF","M","2016-11",9.9,
"EA19","HUR","TOT","PC_LF","M","2016-12",9.7,
"EA19","HUR","TOT","PC_LF","M","2017-01",9.6,
"EA19","HUR","TOT","PC_LF","M","2017-02",9.5,
"EA19","HUR","TOT","PC_LF","M","2017-03",9.5,
"EA19","HUR","TOT","PC_LF","M","2017-04",9.3,
"EA19","HUR","TOT","PC_LF","M","2017-05",9.2,
"EA19","HUR","TOT","PC_LF","M","2017-06",9.1,
"EA19","HUR","TOT","PC_LF","M","2017-07",9.1,
"EA19","HUR","TOT","PC_LF","M","2017-08",9,
"EA19","HUR","TOT","PC_LF","M","2017-09",8.9,
"EA19","HUR","TOT","PC_LF","M","2017-10",8.8,
"EA19","HUR","TOT","PC_LF","M","2017-11",8.7,
"EA19","HUR","TOT","PC_LF","M","2017-12",8.7,
"EA19","HUR","TOT","PC_LF","M","2018-01",8.7,
"EA19","HUR","TOT","PC_LF","M","2018-02",8.6,
"EA19","HUR","TOT","PC_LF","M","2018-03",8.5,
"EA19","HUR","TOT","PC_LF","M","2018-04",8.4,
"EA19","HUR","TOT","PC_LF","M","2018-05",8.3,
"EA19","HUR","TOT","PC_LF","M","2018-06",8.2,
"EA19","HUR","TOT","PC_LF","M","2018-07",8.1,
"EA19","HUR","TOT","PC_LF","M","2018-08",8,
"EA19","HUR","TOT","PC_LF","M","2018-09",8,
"EA19","HUR","TOT","PC_LF","M","2018-10",8,
"EA19","HUR","TOT","PC_LF","M","2018-11",8,
"EA19","HUR","TOT","PC_LF","M","2018-12",7.9,
"EA19","HUR","TOT","PC_LF","M","2019-01",7.9,
"EA19","HUR","TOT","PC_LF","M","2019-02",7.8,
"EA19","HUR","TOT","PC_LF","M","2019-03",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-04",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-05",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-06",7.6,
"EA19","HUR","TOT","PC_LF","M","2019-07",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-08",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-09",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-10",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-11",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-12",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-01",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-02",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-03",7.2,
"EA19","HUR","TOT","PC_LF","M","2020-04",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-05",7.6,
"EA19","HUR","TOT","PC_LF","M","2020-06",8.1,
"EA19","HUR","TOT","PC_LF","M","2020-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-08",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-09",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-10",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-11",8.2,
"EA19","HUR","TOT","PC_LF","M","2020-12",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-01",8.3,
"EA19","HUR","TOT","PC_LF","M","2021-02",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-03",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-04",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-05",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-06",7.9,
"EA19","HUR","TOT","PC_LF","M","2021-07",7.7,
"EA19","HUR","TOT","PC_LF","M","2021-08",7.5,
"EA19","HUR","TOT","PC_LF","M","2021-09",7.4,
"EA19","HUR","TOT","PC_LF","M","2021-10",7.3,
"EA19","HUR","TOT","PC_LF","M","2021-11",7.1,
"EA19","HUR","TOT","PC_LF","M","2021-12",7,
"EA19","HUR","TOT","PC_LF","M","2022-01",6.9,
"EA19","HUR","TOT","PC_LF","M","2022-02",6.8,
"EA19","HUR","TOT","PC_LF","M","2022-03",6.8,
"EA19","HUR","TOT","PC_LF","M","2022-04",6.7,
"EA19","HUR","TOT","PC_LF","M","2022-05",6.7,
"EA19","HUR","TOT","PC_LF","M","2022-06",6.7,
"EA19","HUR","TOT","PC_LF","M","2022-07",6.6,
"EA19","HUR","TOT","PC_LF","M","2022-08",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2000-01",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2000-02",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2000-03",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2000-04",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2000-05",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2000-06",9,
"EU27_2020","HUR","TOT","PC_LF","M","2000-07",9,
"EU27_2020","HUR","TOT","PC_LF","M","2000-08",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2000-09",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2000-10",8.8,
"EU27_2020","HUR","TOT","PC_LF","M","2000-11",8.8,
"EU27_2020","HUR","TOT","PC_LF","M","2000-12",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-01",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-02",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-03",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-04",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-05",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-06",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-07",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-08",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2001-09",8.8,
"EU27_2020","HUR","TOT","PC_LF","M","2001-10",8.8,
"EU27_2020","HUR","TOT","PC_LF","M","2001-11",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2001-12",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-01",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-02",9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-03",9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-04",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-05",9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-06",9,
"EU27_2020","HUR","TOT","PC_LF","M","2002-07",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-08",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-09",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-10",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-11",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2002-12",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2003-01",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2003-02",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2003-03",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2003-04",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2003-05",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2003-06",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-07",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-08",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-09",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-10",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-11",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2003-12",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-01",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2004-02",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2004-03",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2004-04",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-05",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-06",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-07",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2004-08",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2004-09",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-10",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-11",10,
"EU27_2020","HUR","TOT","PC_LF","M","2004-12",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2005-01",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-02",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-03",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-04",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-05",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-06",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2005-07",9.7,
"EU27_2020","HUR","TOT","PC_LF","M","2005-08",9.6,
"EU27_2020","HUR","TOT","PC_LF","M","2005-09",9.6,
"EU27_2020","HUR","TOT","PC_LF","M","2005-10",9.6,
"EU27_2020","HUR","TOT","PC_LF","M","2005-11",9.5,
"EU27_2020","HUR","TOT","PC_LF","M","2005-12",9.4,
"EU27_2020","HUR","TOT","PC_LF","M","2006-01",9.3,
"EU27_2020","HUR","TOT","PC_LF","M","2006-02",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2006-03",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2006-04",9,
"EU27_2020","HUR","TOT","PC_LF","M","2006-05",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2006-06",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2006-07",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2006-08",8.6,
"EU27_2020","HUR","TOT","PC_LF","M","2006-09",8.5,
"EU27_2020","HUR","TOT","PC_LF","M","2006-10",8.4,
"EU27_2020","HUR","TOT","PC_LF","M","2006-11",8.3,
"EU27_2020","HUR","TOT","PC_LF","M","2006-12",8.2,
"EU27_2020","HUR","TOT","PC_LF","M","2007-01",8,
"EU27_2020","HUR","TOT","PC_LF","M","2007-02",7.9,
"EU27_2020","HUR","TOT","PC_LF","M","2007-03",7.8,
"EU27_2020","HUR","TOT","PC_LF","M","2007-04",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2007-05",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2007-06",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2007-07",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2007-08",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2007-09",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2007-10",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2007-11",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2007-12",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2008-01",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2008-02",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2008-03",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2008-04",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2008-05",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2008-06",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2008-07",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2008-08",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2008-09",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2008-10",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2008-11",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2008-12",7.9,
"EU27_2020","HUR","TOT","PC_LF","M","2009-01",8.4,
"EU27_2020","HUR","TOT","PC_LF","M","2009-02",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2009-03",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2009-04",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2009-05",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2009-06",9.3,
"EU27_2020","HUR","TOT","PC_LF","M","2009-07",9.4,
"EU27_2020","HUR","TOT","PC_LF","M","2009-08",9.5,
"EU27_2020","HUR","TOT","PC_LF","M","2009-09",9.7,
"EU27_2020","HUR","TOT","PC_LF","M","2009-10",9.7,
"EU27_2020","HUR","TOT","PC_LF","M","2009-11",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2009-12",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2010-01",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-02",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-03",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-04",10.2,
"EU27_2020","HUR","TOT","PC_LF","M","2010-05",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-06",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-07",10,
"EU27_2020","HUR","TOT","PC_LF","M","2010-08",10,
"EU27_2020","HUR","TOT","PC_LF","M","2010-09",10,
"EU27_2020","HUR","TOT","PC_LF","M","2010-10",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2010-11",10,
"EU27_2020","HUR","TOT","PC_LF","M","2010-12",10,
"EU27_2020","HUR","TOT","PC_LF","M","2011-01",10,
"EU27_2020","HUR","TOT","PC_LF","M","2011-02",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2011-03",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2011-04",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2011-05",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2011-06",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2011-07",10,
"EU27_2020","HUR","TOT","PC_LF","M","2011-08",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2011-09",10.2,
"EU27_2020","HUR","TOT","PC_LF","M","2011-10",10.3,
"EU27_2020","HUR","TOT","PC_LF","M","2011-11",10.4,
"EU27_2020","HUR","TOT","PC_LF","M","2011-12",10.5,
"EU27_2020","HUR","TOT","PC_LF","M","2012-01",10.6,
"EU27_2020","HUR","TOT","PC_LF","M","2012-02",10.7,
"EU27_2020","HUR","TOT","PC_LF","M","2012-03",10.8,
"EU27_2020","HUR","TOT","PC_LF","M","2012-04",10.9,
"EU27_2020","HUR","TOT","PC_LF","M","2012-05",11,
"EU27_2020","HUR","TOT","PC_LF","M","2012-06",11,
"EU27_2020","HUR","TOT","PC_LF","M","2012-07",11.1,
"EU27_2020","HUR","TOT","PC_LF","M","2012-08",11.1,
"EU27_2020","HUR","TOT","PC_LF","M","2012-09",11.2,
"EU27_2020","HUR","TOT","PC_LF","M","2012-10",11.4,
"EU27_2020","HUR","TOT","PC_LF","M","2012-11",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2012-12",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-01",11.7,
"EU27_2020","HUR","TOT","PC_LF","M","2013-02",11.7,
"EU27_2020","HUR","TOT","PC_LF","M","2013-03",11.7,
"EU27_2020","HUR","TOT","PC_LF","M","2013-04",11.7,
"EU27_2020","HUR","TOT","PC_LF","M","2013-05",11.6,
"EU27_2020","HUR","TOT","PC_LF","M","2013-06",11.6,
"EU27_2020","HUR","TOT","PC_LF","M","2013-07",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-08",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-09",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-10",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-11",11.5,
"EU27_2020","HUR","TOT","PC_LF","M","2013-12",11.4,
"EU27_2020","HUR","TOT","PC_LF","M","2014-01",11.4,
"EU27_2020","HUR","TOT","PC_LF","M","2014-02",11.4,
"EU27_2020","HUR","TOT","PC_LF","M","2014-03",11.3,
"EU27_2020","HUR","TOT","PC_LF","M","2014-04",11.2,
"EU27_2020","HUR","TOT","PC_LF","M","2014-05",11.1,
"EU27_2020","HUR","TOT","PC_LF","M","2014-06",11,
"EU27_2020","HUR","TOT","PC_LF","M","2014-07",10.9,
"EU27_2020","HUR","TOT","PC_LF","M","2014-08",10.8,
"EU27_2020","HUR","TOT","PC_LF","M","2014-09",10.8,
"EU27_2020","HUR","TOT","PC_LF","M","2014-10",10.8,
"EU27_2020","HUR","TOT","PC_LF","M","2014-11",10.9,
"EU27_2020","HUR","TOT","PC_LF","M","2014-12",10.7,
"EU27_2020","HUR","TOT","PC_LF","M","2015-01",10.7,
"EU27_2020","HUR","TOT","PC_LF","M","2015-02",10.6,
"EU27_2020","HUR","TOT","PC_LF","M","2015-03",10.5,
"EU27_2020","HUR","TOT","PC_LF","M","2015-04",10.4,
"EU27_2020","HUR","TOT","PC_LF","M","2015-05",10.3,
"EU27_2020","HUR","TOT","PC_LF","M","2015-06",10.3,
"EU27_2020","HUR","TOT","PC_LF","M","2015-07",10.1,
"EU27_2020","HUR","TOT","PC_LF","M","2015-08",10,
"EU27_2020","HUR","TOT","PC_LF","M","2015-09",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2015-10",9.9,
"EU27_2020","HUR","TOT","PC_LF","M","2015-11",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2015-12",9.8,
"EU27_2020","HUR","TOT","PC_LF","M","2016-01",9.7,
"EU27_2020","HUR","TOT","PC_LF","M","2016-02",9.6,
"EU27_2020","HUR","TOT","PC_LF","M","2016-03",9.5,
"EU27_2020","HUR","TOT","PC_LF","M","2016-04",9.4,
"EU27_2020","HUR","TOT","PC_LF","M","2016-05",9.4,
"EU27_2020","HUR","TOT","PC_LF","M","2016-06",9.3,
"EU27_2020","HUR","TOT","PC_LF","M","2016-07",9.2,
"EU27_2020","HUR","TOT","PC_LF","M","2016-08",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2016-09",9.1,
"EU27_2020","HUR","TOT","PC_LF","M","2016-10",9,
"EU27_2020","HUR","TOT","PC_LF","M","2016-11",9,
"EU27_2020","HUR","TOT","PC_LF","M","2016-12",8.9,
"EU27_2020","HUR","TOT","PC_LF","M","2017-01",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2017-02",8.7,
"EU27_2020","HUR","TOT","PC_LF","M","2017-03",8.6,
"EU27_2020","HUR","TOT","PC_LF","M","2017-04",8.4,
"EU27_2020","HUR","TOT","PC_LF","M","2017-05",8.4,
"EU27_2020","HUR","TOT","PC_LF","M","2017-06",8.3,
"EU27_2020","HUR","TOT","PC_LF","M","2017-07",8.2,
"EU27_2020","HUR","TOT","PC_LF","M","2017-08",8.1,
"EU27_2020","HUR","TOT","PC_LF","M","2017-09",8.1,
"EU27_2020","HUR","TOT","PC_LF","M","2017-10",8,
"EU27_2020","HUR","TOT","PC_LF","M","2017-11",7.9,
"EU27_2020","HUR","TOT","PC_LF","M","2017-12",7.9,
"EU27_2020","HUR","TOT","PC_LF","M","2018-01",7.8,
"EU27_2020","HUR","TOT","PC_LF","M","2018-02",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2018-03",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2018-04",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2018-05",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2018-06",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2018-07",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2018-08",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2018-09",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2018-10",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2018-11",7.2,
"EU27_2020","HUR","TOT","PC_LF","M","2018-12",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2019-01",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2019-02",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2019-03",7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-04",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2019-05",6.8,
"EU27_2020","HUR","TOT","PC_LF","M","2019-06",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-07",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-08",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-09",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-10",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2019-11",6.8,
"EU27_2020","HUR","TOT","PC_LF","M","2019-12",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-01",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-02",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-03",6.5,
"EU27_2020","HUR","TOT","PC_LF","M","2020-04",6.8,
"EU27_2020","HUR","TOT","PC_LF","M","2020-05",7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-06",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2020-07",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-08",7.8,
"EU27_2020","HUR","TOT","PC_LF","M","2020-09",7.8,
"EU27_2020","HUR","TOT","PC_LF","M","2020-10",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-11",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2020-12",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-01",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-02",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-03",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-04",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-05",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2021-06",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2021-07",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2021-08",6.8,
"EU27_2020","HUR","TOT","PC_LF","M","2021-09",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2021-10",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2021-11",6.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-12",6.4,
"EU27_2020","HUR","TOT","PC_LF","M","2022-01",6.3,
"EU27_2020","HUR","TOT","PC_LF","M","2022-02",6.2,
"EU27_2020","HUR","TOT","PC_LF","M","2022-03",6.2,
"EU27_2020","HUR","TOT","PC_LF","M","2022-04",6.1,
"EU27_2020","HUR","TOT","PC_LF","M","2022-05",6.1,
"EU27_2020","HUR","TOT","PC_LF","M","2022-06",6.1,
"EU27_2020","HUR","TOT","PC_LF","M","2022-07",6,
"EU27_2020","HUR","TOT","PC_LF","M","2022-08",6,
