DATAFLOW,LAST UPDATE,freq,unit,tra_infr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,PT,2018,2337.200,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,PT,2019,2393.690,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,PT,2020,2393.690,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,PT,2021,2489.211,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2012,8511,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2013,8549,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2014,8533,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2015,8525,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2016,8525,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2017,8523,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2018,8522,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2019,8519,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2020,8528,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RO,2021,8530,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2013,2269,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2014,2266,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2015,2399,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2016,2399,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2017,2398,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2019,2384,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,RS,2020,2356,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2012,11952,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2013,12035,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2014,12139,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2015,12144,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2016,12089,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2017,12121,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2018,12146,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2019,12143,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2020,12166,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SE,2021,3391,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2012,1289,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2013,1289,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2014,1289,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2015,1289,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2016,1289,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2017,1465,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2018,1465,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2019,1465,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2020,1579,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SI,2021,1579,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,SK,2012,1586,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2012,3216,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2013,3304,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2014,3748,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2015,3854,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2016,4350,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2017,4660,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2018,5467,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,TR,2019,5753,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2012,13028,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2013,13105,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2014,13252,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2015,13281,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2016,13264,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2017,14347,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2018,14292,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2019,14446,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2020,14532,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,UK,2021,14539,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,XK,2017,0,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,XK,2018,0,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_ELC,XK,2019,0,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2013,346,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2014,346,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2015,379,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2016,334,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2017,334,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2018,334,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2019,169,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2020,224,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,AL,2021,224,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2013,256,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2014,255,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2015,255,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2016,272,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2017,271,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2018,269,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2019,269,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2020,418,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BA,2021,418,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2012,1846,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2013,1767,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2014,1765,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2015,1762,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2016,1748,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2017,1741,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2018,1736,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2019,1738,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2020,1735,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,BG,2021,1600,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2012,8733,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2013,8681,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2014,8663,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2015,8631,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2016,8600,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2017,8564,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2018,8580,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2019,8486,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2020,8443,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,CZ,2021,8364,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,DE,2015,25067,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2012,2032,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2013,2014,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2014,2014,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2015,2012,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2016,2009,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2017,2012,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2018,2008,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2019,2006,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2020,2005,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EE,2021,1918,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2012,2279,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2013,2317,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2014,1881,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2015,1883,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2016,1831,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2017,1807,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2018,1619,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2019,1554,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2020,1684,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,EL,2021,1684,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2012,5238,d
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2013,6085,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2014,6032,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2015,5687,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2016,5857,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2017,5860,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2018,5831,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2019,5783.709,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2020,5746.048,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,ES,2021,5699.019,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2012,4098,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2013,3681,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2014,3531,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2015,3495,b
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2016,2660,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2017,2645,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2018,2598,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2019,2595,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2020,2573,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FI,2021,2562,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2013,16260.288,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2014,15733.081,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2015,15450.438,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2016,15212.310,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2017,15081.643,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2018,14799.340,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2019,14739.808,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2020,14595,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,FR,2021,14361.785,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2012,2455,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2013,2434,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2014,2364,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2015,2314,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2016,2311,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2017,2303,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2018,2300,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2019,2307,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2020,2315,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HR,2021,2295,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2012,5309.4,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2013,5416.400,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2014,5326,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2015,5259,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2016,6003,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2017,6018,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2018,5827,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2019,5785,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2020,5833,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,HU,2021,5824,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2012,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2013,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2014,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2015,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2016,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2017,2276,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2018,2318.500,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IE,2019,2318.500,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2012,4887,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2017,4842,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2018,4840,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2019,4840,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2020,4794,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,IT,2021,4748,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2012,1946.4,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2013,1946.400,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2014,1946.200,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2015,2093.200,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2016,2093.400,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2017,2032.800,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2018,2032.200,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2019,2028.400,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2020,2028.500,
ESTAT:RAIL_IF_TRACKS(1.0),30/01/23 23:00:00,A,KM,RT_NELC,LT,2021,2028.500,
